speaker_id,accent,word,distance,n_ref,speaker_dur,am_dur,norm_dist,all_dur
speaker_11,Nigerian,between,3.0585811348757854,13,0.44,0.42923,0.1390264,0.49115
speaker_11,Nigerian,the,2.3233598482935105,13,0.24,0.30769,0.1510184,0.268
speaker_11,Nigerian,technical,2.380877267253862,13,0.26,0.29077,0.163764,0.36
speaker_11,Nigerian,side,7.662824284298756,13,0.54,0.35538,0.2838083,0.36824
speaker_11,Nigerian,people,9.13845359883118,13,0.66,0.29846,0.2769228,0.31423
speaker_11,Nigerian,understand,2.7495191522079705,13,0.36,0.35846,0.1527511,0.40902
speaker_11,Nigerian,options,8.680176261854866,12,0.36,0.625,0.2777656,0.685
speaker_11,Nigerian,think,7.8181695253693375,13,0.54,0.21692,0.2895618,0.31057
speaker_11,Nigerian,i'm,8.260151112208899,13,0.58,0.18462,0.2848328,0.23521
speaker_11,Nigerian,strong,9.133355067052843,13,0.66,0.24154,0.2767683,0.26423
speaker_11,Nigerian,candidate,2.351725024677995,13,0.24,0.37077,0.1268565,0.40588
speaker_11,Nigerian,because,3.90533100721795,13,0.46,0.38154,0.169797,0.41019
speaker_11,Nigerian,have,3.2722386175334384,13,0.24,0.18154,0.2726866,0.1941
speaker_11,Nigerian,solid,4.1517568241864,13,0.22,0.35077,0.236723,0.31811
speaker_11,Nigerian,experience,8.12974934798591,13,0.6,0.35538,0.2709916,0.41725
speaker_11,Nigerian,with,3.240080764019701,13,0.24,0.37385,0.1733377,0.27346
speaker_11,Nigerian,customers,8.194820112438862,12,0.42,0.55385,0.2959241,0.63077
speaker_11,Nigerian,getting,2.208448442784362,8,0.22,0.09077,0.200768,0.13308
speaker_11,Nigerian,more,3.7651045572901376,8,0.34,0.15692,0.2214767,0.12962
speaker_11,Nigerian,familiar,3.6380630518546337,8,0.44,0.20615,0.1653665,0.23231
speaker_11,Nigerian,products,8.306159542943954,7,0.62,0.32923,0.2679406,0.39462
speaker_11,Nigerian,pretty,2.796722600043172,7,0.28,0.08615,0.1997659,0.15925
speaker_11,Nigerian,detail,9.290979407379211,6,0.66,0.21273,0.2815448,0.30857
speaker_11,Nigerian,oriented,4.6106378478420185,1,0.46,0.16,0.2004625,0.364
speaker_11,Nigerian,which,8.978188059722541,6,0.66,0.19231,0.2720663,0.25321
speaker_11,Nigerian,helps,3.3699661914113563,6,0.42,0.12154,0.1604746,0.16204
speaker_11,Nigerian,me,1.825894047550945,6,0.24,0.08923,0.1521578,0.14231
speaker_11,Nigerian,catch,5.1384538021442525,6,0.44,0.11846,0.2335661,0.13804
speaker_11,Nigerian,mistakes,11.15680280214997,6,0.74,0.12308,0.3015352,0.18431
speaker_11,Nigerian,early,8.57108827328366,5,0.26,0.275,0.6233519,0.34417
speaker_15,Nigerian,i,37.03406070176923,13,1.6,1.16615,0.4629258,0.46557
speaker_15,Nigerian,graduated,8.376641963501067,13,0.54,0.71077,0.2357064,0.65098
speaker_15,Nigerian,about,5.076044799569313,13,0.52,0.36308,0.1952325,0.41456
speaker_15,Nigerian,three,3.973224927181926,13,0.5,0.32,0.158929,0.32538
speaker_15,Nigerian,years,1.4413779574564545,13,0.26,0.24154,0.1108752,0.25231
speaker_15,Nigerian,ago,2.6476499965661313,13,0.28,0.32769,0.1615937,0.31154
speaker_15,Nigerian,and,9.11194192343362,13,0.66,0.31077,0.2761195,0.36441
speaker_15,Nigerian,i've,2.181938749313238,13,0.24,0.27385,0.1593551,0.23409
speaker_15,Nigerian,been,1.524601503256198,13,0.14,0.11077,0.2178002,0.16423
speaker_15,Nigerian,working,3.1311393277875705,13,0.32,0.27077,0.1956962,0.29885
speaker_15,Nigerian,in,3.222775631702367,13,0.32,0.23692,0.2014235,0.22731
speaker_15,Nigerian,customer,3.8404408626621818,13,0.46,0.29385,0.1669757,0.34769
speaker_15,Nigerian,service,3.1143792621974264,12,0.38,0.415,0.1500906,0.47224
speaker_15,Nigerian,client,2.9831615555123396,13,0.42,0.30769,0.1420553,0.34776
speaker_15,Nigerian,facing,2.0519505681800267,5,0.28,0.228,0.1465679,0.3288
speaker_15,Nigerian,roles,3.9168212576222383,13,0.44,0.25385,0.1780373,0.32122
speaker_15,Nigerian,since,2.7808975407225054,13,0.34,0.32154,0.1635822,0.36078
speaker_15,Nigerian,then,2.5976546312105837,13,0.38,0.40923,0.126953,0.4284
speaker_15,Nigerian,most,5.894207451095421,13,0.22,0.41231,0.285913,0.40077
speaker_15,Nigerian,recently,3.605720528876699,13,0.38,0.43846,0.1644715,0.47923
speaker_15,Nigerian,was,2.291604164975648,13,0.12,0.17231,0.2659898,0.1949
speaker_15,Nigerian,at,6.661137251811834,13,0.5,0.16769,0.2664455,0.19373
speaker_15,Nigerian,a,2.5673738512999895,13,0.22,0.11077,0.2333976,0.094
speaker_15,Nigerian,financial,8.492128554350444,13,0.6,0.30923,0.283071,0.30173
speaker_15,Nigerian,services,27.934334763149405,12,1.26,0.44167,0.4434021,0.49895
speaker_15,Nigerian,firm,9.19642146750821,13,0.56,0.53692,0.3284436,0.52462
speaker_15,Nigerian,helping,15.547210904513186,13,1.02,0.50769,0.3048473,0.63654
speaker_15,Nigerian,onboard,2.2036402083324527,12,0.26,0.33167,0.1328828,0.35191
speaker_15,Nigerian,clients,10.499581867469216,13,0.74,0.47538,0.2837725,0.55115
speaker_15,Nigerian,answer,3.0085845816515397,13,0.4,0.34154,0.1504292,0.36612
speaker_15,Nigerian,their,2.586025744609049,13,0.22,0.22,0.2350932,0.32392
speaker_15,Nigerian,questions,2.2924568910220935,13,0.28,0.32615,0.1405752,0.33686
speaker_15,Nigerian,accounts,15.57268478834022,13,1.02,0.74154,0.3053468,0.76
speaker_15,Nigerian,really,1.1689354002874102,13,0.22,0.23846,0.0980397,0.23774
speaker_15,Nigerian,enjoy,4.159839254067166,13,0.4,0.37385,0.207992,0.3668
speaker_15,Nigerian,being,7.92675146859627,13,0.56,0.34154,0.2830983,0.30538
speaker_15,Nigerian,that,2.4075335025583144,13,0.26,0.31231,0.154177,0.3296
speaker_15,Nigerian,connection,4.771646285560925,13,0.48,0.34769,0.1988186,0.39654
speaker_15,Nigerian,between,3.57260581170809,13,0.5,0.42923,0.1429042,0.49115
speaker_15,Nigerian,the,2.3049895790860733,13,0.24,0.30769,0.1498243,0.268
speaker_15,Nigerian,technical,3.1764018950965136,13,0.38,0.29077,0.167179,0.36
speaker_15,Nigerian,side,3.7170162873016017,13,0.44,0.35538,0.1689553,0.36824
speaker_15,Nigerian,people,3.649789353253291,13,0.42,0.29846,0.1737995,0.31423
speaker_15,Nigerian,understand,3.414017835296457,13,0.32,0.35846,0.1904817,0.40902
speaker_15,Nigerian,options,12.231383426378452,12,0.94,0.625,0.2602422,0.685
speaker_15,Nigerian,think,3.5636982466952247,13,0.32,0.21692,0.2227311,0.31057
